organization_id,animal_id,animal_type,age,attributes.declawed,attributes.house_trained,attributes.shots_current,attributes.spayed_neutered,attributes.special_needs,breeds.mixed,breeds.primary,breeds.secondary,breeds.unknown,coat,colors.primary,colors.secondary,colors.tertiary,contact.address.address1,contact.address.address2,contact.address.city,contact.address.country,contact.address.postcode,contact.address.state,contact.email,contact.phone,description,distance,environment.cats,environment.children,environment.dogs,gender,id,name,organization_id,photos,published_at,size,species,status,status_changed_at,tags,type,url
ca2095,47143605,dog,Adult,,False,False,True,False,True,Staffordshire Bull Terrier,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,,0.1637,,,,Female,47143605,Yoda,CA2095,[],2020-01-17T20:06:09+0000,Large,Dog,adoptable,2020-01-17T20:06:09+0000,[],Dog,https://www.petfinder.com/dog/yoda-47143605/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47133824,dog,Adult,,False,False,False,False,True,Chihuahua,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Hi! I&amp;#39;m Tommy. I&amp;#39;m a little but long-legged lover boy, and the people at SPARC think that I&amp;#39;m about 4-5...",0.1637,,,,Male,47133824,Tommy,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/1/?bust=1579212976&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/1/?bust=1579212976&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/1/?bust=1579212976&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/1/?bust=1579212976'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/3/?bust=1579212978&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/3/?bust=1579212978&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/3/?bust=1579212978&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/3/?bust=1579212978'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/2/?bust=1579212978&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/2/?bust=1579212978&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/2/?bust=1579212978&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47133824/2/?bust=1579212978'}]",2020-01-16T22:06:10+0000,Medium,Dog,adoptable,2020-01-16T22:06:10+0000,[],Dog,https://www.petfinder.com/dog/tommy-47133824/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47125262,dog,Adult,,False,False,True,False,False,Mixed Breed,,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,,0.1637,,,,Male,47125262,Jicote,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/1/?bust=1579223804&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/1/?bust=1579223804&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/1/?bust=1579223804&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/1/?bust=1579223804'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/2/?bust=1579223800&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/2/?bust=1579223800&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/2/?bust=1579223800&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47125262/2/?bust=1579223800'}]",2020-01-16T01:06:22+0000,Large,Dog,adoptable,2020-01-16T01:06:22+0000,[],Dog,https://www.petfinder.com/dog/jicote-47125262/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47124756,dog,Adult,,False,False,False,False,True,Cattle Dog,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,,0.1637,,,,Male,47124756,Sarco,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/1/?bust=1579223801&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/1/?bust=1579223801&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/1/?bust=1579223801&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/1/?bust=1579223801'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/2/?bust=1579223804&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/2/?bust=1579223804&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/2/?bust=1579223804&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47124756/2/?bust=1579223804'}]",2020-01-16T00:06:24+0000,Medium,Dog,adoptable,2020-01-16T00:06:24+0000,[],Dog,https://www.petfinder.com/dog/sarco-47124756/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47112516,dog,Adult,,False,False,False,False,True,Dachshund,Terrier,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Hi, I&amp;#39;m a medium size boy &amp;amp; was found walking near a cemetery. I&amp;#39;m a little timid at first but...",0.1637,,,,Male,47112516,Fred,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47112516/1/?bust=1579032991&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47112516/1/?bust=1579032991&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47112516/1/?bust=1579032991&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47112516/1/?bust=1579032991'}]",2020-01-14T20:06:22+0000,Medium,Dog,adoptable,2020-01-14T20:06:22+0000,[],Dog,https://www.petfinder.com/dog/fred-47112516/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47105912,dog,Adult,,False,False,True,False,True,Labrador Retriever,American Staffordshire Terrier,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Hello, I&amp;#39;m Jesse. I&amp;#39;m a handsome Lab mix looking for a forever family. I am very well trained and happy...",0.1637,,,,Male,47105912,Jesse,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/1/?bust=1578964577&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/1/?bust=1578964577&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/1/?bust=1578964577&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/1/?bust=1578964577'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/2/?bust=1578964578&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/2/?bust=1578964578&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/2/?bust=1578964578&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47105912/2/?bust=1578964578'}]",2020-01-14T01:06:13+0000,Large,Dog,adoptable,2020-01-14T01:06:13+0000,[],Dog,https://www.petfinder.com/dog/jesse-47105912/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47030734,dog,Young,,False,False,False,False,True,German Shepherd Dog,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Hi! I&amp;#39;m Maia, a young and very friendly German shepherd lady. I was found tied to a post at Mill...",0.1637,,,,Female,47030734,Maia,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47030734/1/?bust=1578856587&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47030734/1/?bust=1578856587&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47030734/1/?bust=1578856587&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47030734/1/?bust=1578856587'}]",2020-01-05T04:06:20+0000,Large,Dog,adoptable,2020-01-05T04:06:20+0000,[],Dog,https://www.petfinder.com/dog/maia-47030734/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47028322,dog,Young,,False,False,False,False,True,Miniature Pinscher,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,Hello! My name is Cornelius and I&amp;#39;m a small and energetic miniature pinscher. I was found outside Von&amp;#39;s on Main...,0.1637,,,,Male,47028322,Cornelius,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028322/1/?bust=1578784591&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028322/1/?bust=1578784591&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028322/1/?bust=1578784591&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028322/1/?bust=1578784591'}]",2020-01-04T21:06:09+0000,Small,Dog,adoptable,2020-01-04T21:06:09+0000,[],Dog,https://www.petfinder.com/dog/cornelius-47028322/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47022449,dog,Young,,False,False,False,False,True,Siberian Husky,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Meet Maverick! When he came to SPARC, we discovered he had a disease called &amp;#34;Megaesophagus.&amp;#34; It means he can only...",0.1637,,,,Male,47022449,Maverick,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/1/?bust=1579047387&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/1/?bust=1579047387&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/1/?bust=1579047387&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/1/?bust=1579047387'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/2/?bust=1579054585&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/2/?bust=1579054585&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/2/?bust=1579054585&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47022449/2/?bust=1579054585'}]",2020-01-04T04:06:18+0000,Large,Dog,adoptable,2020-01-04T04:06:18+0000,[],Dog,https://www.petfinder.com/dog/maverick-47022449/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2095,47020018,dog,Baby,,False,False,False,False,True,German Shepherd Dog,Mixed Breed,False,,,,,705 E. Santa Barbara St.,,Santa Paula,US,93060,CA,info@santapaulaarc.org,(805) 525-8609,"Hi there! I&amp;#39;m Tilly, a German Shepherd puppy and I was found wandering around on 10th St and Ojai Rd....",0.1637,,,,Female,47020018,Tilly,CA2095,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/1/?bust=1578863777&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/1/?bust=1578863777&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/1/?bust=1578863777&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/1/?bust=1578863777'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/2/?bust=1578863776&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/2/?bust=1578863776&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/2/?bust=1578863776&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47020018/2/?bust=1578863776'}]",2020-01-03T22:06:10+0000,Small,Dog,adoptable,2020-01-03T22:06:10+0000,[],Dog,https://www.petfinder.com/dog/tilly-47020018/ca/santa-paula/sparc-santa-paula-animal-rescue-center-ca2095/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
