organization_id,animal_id,animal_type,age,attributes.declawed,attributes.house_trained,attributes.shots_current,attributes.spayed_neutered,attributes.special_needs,breeds.mixed,breeds.primary,breeds.secondary,breeds.unknown,coat,colors.primary,colors.secondary,colors.tertiary,contact.address.address1,contact.address.address2,contact.address.city,contact.address.country,contact.address.postcode,contact.address.state,contact.email,contact.phone,description,distance,environment.cats,environment.children,environment.dogs,gender,id,name,organization_id,photos,published_at,size,species,status,status_changed_at,tags,type,url
ca2542,47092002,dog,Adult,,True,True,True,False,False,German Shepherd Dog,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"oSylvie is a 3 year loving female who has successfully completed her training.

Please visit our website happyheartsgsrescue.org and complete...",1.5447,False,True,True,Female,47092002,Sylvie,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/1/?bust=1578801601&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/1/?bust=1578801601&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/1/?bust=1578801601&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/1/?bust=1578801601'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/3/?bust=1578801601&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/3/?bust=1578801601&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/3/?bust=1578801601&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/3/?bust=1578801601'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/2/?bust=1578801603&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/2/?bust=1578801603&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/2/?bust=1578801603&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47092002/2/?bust=1578801603'}]",2020-01-12T03:35:16+0000,Large,Dog,adopted,2020-01-12T03:35:16+0000,[],Dog,https://www.petfinder.com/dog/sylvie-47092002/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47064570,dog,Adult,,False,False,False,False,True,German Shepherd Dog,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"Meet one of our fab five year olds named Vy!
Let me tell you, this girl is the jack of...",1.5447,True,True,True,Female,47064570,Vy,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/1/?bust=1578555162&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/1/?bust=1578555162&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/1/?bust=1578555162&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/1/?bust=1578555162'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/2/?bust=1578555163&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/2/?bust=1578555163&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/2/?bust=1578555163&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/2/?bust=1578555163'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/3/?bust=1578555164&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/3/?bust=1578555164&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/3/?bust=1578555164&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47064570/3/?bust=1578555164'}]",2020-01-09T07:08:13+0000,Large,Dog,adoptable,2020-01-09T07:08:13+0000,[],Dog,https://www.petfinder.com/dog/vy-47064570/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47006734,dog,Young,,False,False,True,False,True,German Shepherd Dog,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"URGENT!!! Foster needed!!
Anderson has been loving being in a home, but needs his forever home! Anderson needs to be...",1.5447,,,True,Male,47006734,Anderson,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/1/?bust=1578977411&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/1/?bust=1578977411&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/1/?bust=1578977411&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/1/?bust=1578977411'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/2/?bust=1578977408&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/2/?bust=1578977408&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/2/?bust=1578977408&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/2/?bust=1578977408'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/3/?bust=1578977408&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/3/?bust=1578977408&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/3/?bust=1578977408&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006734/3/?bust=1578977408'}]",2020-01-02T16:25:13+0000,Large,Dog,adoptable,2020-01-02T16:25:13+0000,[],Dog,https://www.petfinder.com/dog/anderson-47006734/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47006448,dog,Senior,,False,True,True,False,True,German Shepherd Dog,Chow Chow,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"Harmon; meaning warrior.
An older German Shepard/chow mix that will absolutely steal your heart. He has some &amp;#34;love marks&amp;#34; on...",1.5447,True,True,True,Male,47006448,Harmon,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/1/?bust=1578902502&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/1/?bust=1578902502&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/1/?bust=1578902502&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/1/?bust=1578902502'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/2/?bust=1578902502&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/2/?bust=1578902502&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/2/?bust=1578902502&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/2/?bust=1578902502'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/3/?bust=1578902502&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/3/?bust=1578902502&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/3/?bust=1578902502&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006448/3/?bust=1578902502'}]",2020-01-02T15:54:40+0000,Large,Dog,adopted,2020-01-02T15:54:40+0000,[],Dog,https://www.petfinder.com/dog/harmon-47006448/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47006452,dog,Adult,,True,False,True,False,True,White German Shepherd,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,In trainingMeet Jasper! He&amp;#39;s a beautiful white German Shepherd rescued from a high kill shelter.,1.5447,,,True,Male,47006452,Jasper,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/1/?bust=1578797993&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/1/?bust=1578797993&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/1/?bust=1578797993&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/1/?bust=1578797993'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/2/?bust=1578797992&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/2/?bust=1578797992&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/2/?bust=1578797992&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/2/?bust=1578797992'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/3/?bust=1578797994&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/3/?bust=1578797994&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/3/?bust=1578797994&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006452/3/?bust=1578797994'}]",2020-01-02T15:54:40+0000,Large,Dog,adopted,2020-01-02T15:54:40+0000,[],Dog,https://www.petfinder.com/dog/jasper-47006452/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47006451,dog,Young,,True,True,True,False,True,Boxer,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"Rosie is a 2-3 year old Boxer, playful and energetic, loving and affectionate. She loves her walks and walks well...",1.5447,False,,True,Female,47006451,Rosie,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/1/?bust=1578797995&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/1/?bust=1578797995&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/1/?bust=1578797995&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/1/?bust=1578797995'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/3/?bust=1578797998&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/3/?bust=1578797998&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/3/?bust=1578797998&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/3/?bust=1578797998'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/2/?bust=1578797998&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/2/?bust=1578797998&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/2/?bust=1578797998&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006451/2/?bust=1578797998'}]",2020-01-02T15:54:40+0000,Medium,Dog,adopted,2020-01-02T15:54:40+0000,[],Dog,https://www.petfinder.com/dog/rosie-47006451/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,47006450,dog,Baby,,True,True,True,False,True,German Shepherd Dog,Cattle Dog,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"This is Coyota, a 8 month old German Shepherd mix pup. She&amp;#39;s an all around happy girl that&amp;#39;s as cute...",1.5447,,,True,Female,47006450,Coyota,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/1/?bust=1578797994&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/1/?bust=1578797994&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/1/?bust=1578797994&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/1/?bust=1578797994'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/3/?bust=1578797995&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/3/?bust=1578797995&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/3/?bust=1578797995&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/3/?bust=1578797995'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/2/?bust=1578797993&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/2/?bust=1578797993&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/2/?bust=1578797993&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47006450/2/?bust=1578797993'}]",2020-01-02T15:54:40+0000,Large,Dog,adopted,2020-01-02T15:54:40+0000,[],Dog,https://www.petfinder.com/dog/coyota-47006450/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,46999806,dog,Adult,,True,False,True,False,False,German Shepherd Dog,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"Brucey is a big, beautiful GSD but also an affectionate boy who is well-mannered. He likes his hugs and baths...",1.5447,True,,,Male,46999806,Brucey,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/1/?bust=1578553382&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/1/?bust=1578553382&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/1/?bust=1578553382&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/1/?bust=1578553382'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/2/?bust=1578553385&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/2/?bust=1578553385&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/2/?bust=1578553385&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/2/?bust=1578553385'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/3/?bust=1578553384&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/3/?bust=1578553384&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/3/?bust=1578553384&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46999806/3/?bust=1578553384'}]",2020-01-01T01:36:01+0000,Extra Large,Dog,adoptable,2020-01-01T01:36:01+0000,[],Dog,https://www.petfinder.com/dog/brucey-46999806/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,46969789,dog,Adult,,True,False,True,False,True,Cattle Dog,Shepherd,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,Lucy is a medium sized cattle dog mix around 4 1/2 years old. She loves to play ball. She LOVES...,1.5447,True,,,Female,46969789,Lucy,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/1/?bust=1578977412&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/1/?bust=1578977412&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/1/?bust=1578977412&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/1/?bust=1578977412'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/2/?bust=1578977412&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/2/?bust=1578977412&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/2/?bust=1578977412&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/2/?bust=1578977412'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/3/?bust=1578977414&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/3/?bust=1578977414&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/3/?bust=1578977414&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46969789/3/?bust=1578977414'}]",2019-12-30T08:24:53+0000,Medium,Dog,adoptable,2019-12-30T08:40:25+0000,[],Dog,https://www.petfinder.com/dog/lucy-46969789/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
ca2542,46925116,dog,Adult,,False,False,False,False,False,German Shepherd Dog,,False,,,,,,,La Mesa,US,91942,CA,HappyHeartsGSDRescue@gmail.com,,"Sampson is about 2 and a half, likes kids and ignores cats! He is looking for a foster and a...",1.5447,True,True,True,Male,46925116,Sampson,CA2542,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/1/?bust=1578977415&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/1/?bust=1578977415&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/1/?bust=1578977415&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/1/?bust=1578977415'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/3/?bust=1578977411&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/3/?bust=1578977411&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/3/?bust=1578977411&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/3/?bust=1578977411'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/2/?bust=1578977417&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/2/?bust=1578977417&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/2/?bust=1578977417&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46925116/2/?bust=1578977417'}]",2019-12-23T18:01:27+0000,Large,Dog,adoptable,2019-12-23T18:01:27+0000,[],Dog,https://www.petfinder.com/dog/sampson-46925116/ca/la-mesa/happy-hearts-german-shepherd-rescue-ca2542/?referrer_id=e707e62a-337a-4af2-8131-6351f80a46fc
