organization_id,animal_id,animal_type,age,attributes.declawed,attributes.house_trained,attributes.shots_current,attributes.spayed_neutered,attributes.special_needs,breeds.mixed,breeds.primary,breeds.secondary,breeds.unknown,coat,colors.primary,colors.secondary,colors.tertiary,contact.address.address1,contact.address.address2,contact.address.city,contact.address.country,contact.address.postcode,contact.address.state,contact.email,contact.phone,description,distance,environment.cats,environment.children,environment.dogs,gender,id,name,organization_id,photos,published_at,size,species,status,status_changed_at,tags,type,url
ca1998,46759898,dog,Baby,,True,True,True,False,True,Whippet,,False,Short,Brown / Chocolate,White / Cream,,,,San Clemente,US,92673,CA,info@fur-ever-home.org,(949) 444-9154,"Zoe, our 8-month old cutie, loves to cuddle and show her affection almost as much as she loves to run...",1.6325,,True,True,Female,46759898,Zoe,CA1998,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759898/1/?bust=1578719649&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759898/1/?bust=1578719649&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759898/1/?bust=1578719649&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759898/1/?bust=1578719649'}]",2019-12-05T06:27:55+0000,Medium,Dog,adoptable,2019-12-05T06:27:55+0000,[Affectionate],Dog,https://www.petfinder.com/dog/zoe-46759898/ca/san-clemente/fur-ever-home-ca1998/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca1998,46759878,dog,Senior,,True,True,True,True,True,Miniature Poodle,,False,Curly,White / Cream,,,,,San Clemente,US,92673,CA,info@fur-ever-home.org,(949) 444-9154,"According to Patrick’s Fur-Ever Home foster Mom, here’s his story: “I’m a 12-year old dog who was neglected for a...",1.6325,,,True,Male,46759878,Patrick,CA1998,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/2/?bust=1577054809&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/2/?bust=1577054809&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/2/?bust=1577054809&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/2/?bust=1577054809'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/1/?bust=1575525425&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/1/?bust=1575525425&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/1/?bust=1575525425&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46759878/1/?bust=1575525425'}]",2019-12-05T06:00:39+0000,Small,Dog,adoptable,2019-12-05T06:00:39+0000,[Loves to cuddle],Dog,https://www.petfinder.com/dog/patrick-46759878/ca/san-clemente/fur-ever-home-ca1998/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,46716764,dog,Young,,True,False,True,False,True,Parson Russell Terrier,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"Susie is a little girl who came into the Riverside Shelter pregnant, so we rescued her and let her have...",0.1009,,True,True,Female,46716764,Susie,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/1/?bust=1577657594&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/1/?bust=1577657594&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/1/?bust=1577657594&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/1/?bust=1577657594'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/3/?bust=1577657602&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/3/?bust=1577657602&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/3/?bust=1577657602&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/3/?bust=1577657602'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/2/?bust=1577657603&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/2/?bust=1577657603&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/2/?bust=1577657603&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716764/2/?bust=1577657603'}]",2019-11-30T03:04:50+0000,Small,Dog,adoptable,2019-11-30T03:04:50+0000,[],Dog,https://www.petfinder.com/dog/susie-46716764/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,46716763,dog,Young,,False,False,False,False,True,German Shepherd Dog,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,Ethel is a little girl who came from the Coachella Shelter along with her siblings who were so young that...,0.1009,True,True,True,Female,46716763,Ethel,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/1/?bust=1577657597&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/1/?bust=1577657597&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/1/?bust=1577657597&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/1/?bust=1577657597'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/2/?bust=1577657600&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/2/?bust=1577657600&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/2/?bust=1577657600&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716763/2/?bust=1577657600'}]",2019-11-30T03:04:50+0000,Large,Dog,adopted,2019-12-29T22:03:07+0000,[],Dog,https://www.petfinder.com/dog/ethel-46716763/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,46716728,dog,Baby,,True,False,False,False,True,Terrier,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,Bonnie is a sweet little girl who is very friendly and smart! Bonnie will need to stay local to the...,0.1009,True,True,True,Female,46716728,Bonnie,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/1/?bust=1577657603&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/1/?bust=1577657603&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/1/?bust=1577657603&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/1/?bust=1577657603'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/2/?bust=1577657596&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/2/?bust=1577657596&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/2/?bust=1577657596&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46716728/2/?bust=1577657596'}]",2019-11-30T02:49:56+0000,Small,Dog,adoptable,2019-11-30T02:49:56+0000,[],Dog,https://www.petfinder.com/dog/bonnie-46716728/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,46702126,dog,Young,,True,True,True,False,False,Pomeranian,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"This is Windys 2-3 year old, spayed, microchipped and up to date on shots and get along great with other...",0.1009,,,,Female,46702126,Windy,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/1/?bust=1577657605&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/1/?bust=1577657605&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/1/?bust=1577657605&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/1/?bust=1577657605'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/3/?bust=1577657601&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/3/?bust=1577657601&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/3/?bust=1577657601&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/3/?bust=1577657601'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/2/?bust=1577657605&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/2/?bust=1577657605&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/2/?bust=1577657605&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702126/2/?bust=1577657605'}]",2019-11-27T19:33:23+0000,Small,Dog,adopted,2019-11-27T19:33:23+0000,[],Dog,https://www.petfinder.com/dog/windy-46702126/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,46702125,dog,Adult,,True,False,True,False,False,Staffordshire Bull Terrier,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"OMG!! This gorgeous girl a Shire Terrier is a big mushy, lovable dog and people loving girl!

Bella is fixed...",0.1009,,True,,Female,46702125,Bella,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/1/?bust=1577657602&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/1/?bust=1577657602&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/1/?bust=1577657602&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/1/?bust=1577657602'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/2/?bust=1577657602&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/2/?bust=1577657602&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/2/?bust=1577657602&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46702125/2/?bust=1577657602'}]",2019-11-27T19:33:23+0000,Large,Dog,adopted,2019-11-27T19:33:23+0000,[],Dog,https://www.petfinder.com/dog/bella-46702125/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,45833937,dog,Young,,False,False,True,False,True,Border Collie,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"Jade is a sweet, gentle kind loving girl! Jade is maybe a year old, aprox. 35-40 lbs, wants to please...",0.1009,,,,Female,45833937,Jade,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/1/?bust=1577657601&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/1/?bust=1577657601&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/1/?bust=1577657601&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/1/?bust=1577657601'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/2/?bust=1577657602&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/2/?bust=1577657602&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/2/?bust=1577657602&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/2/?bust=1577657602'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/3/?bust=1577657603&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/3/?bust=1577657603&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/3/?bust=1577657603&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833937/3/?bust=1577657603'}]",2019-09-01T14:57:58+0000,Medium,Dog,adopted,2019-09-04T19:15:09+0000,[],Dog,https://www.petfinder.com/dog/jade-45833937/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,45833896,dog,Young,,False,False,True,False,True,Pug,Beagle,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"Canela is only 10 months old, spayed, microchip and vaccinated darling girl!

Canela is about 20 ish pounds, she is...",0.1009,,,True,Female,45833896,Canela,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/1/?bust=1577657593&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/1/?bust=1577657593&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/1/?bust=1577657593&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/1/?bust=1577657593'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/2/?bust=1577657594&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/2/?bust=1577657594&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/2/?bust=1577657594&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/2/?bust=1577657594'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/3/?bust=1577657592&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/3/?bust=1577657592&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/3/?bust=1577657592&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45833896/3/?bust=1577657592'}]",2019-09-01T14:42:44+0000,Small,Dog,adopted,2019-11-27T19:33:23+0000,[],Dog,https://www.petfinder.com/dog/canela-45833896/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
ca2111,45683907,dog,Adult,,True,False,True,False,True,Chihuahua,,False,,,,,,,Capistrano Beach,US,92624,CA,info@greendogfoundation.org,951-609-0765 ,"August 2019. Joey will be available once all his medical has been completed!

FOR MORE INFO CONTACT 949-842-2517.

Sweet Joey...",0.1009,,,,Male,45683907,Joey aka Henry,CA2111,"[{u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/1/?bust=1577657600&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/1/?bust=1577657600&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/1/?bust=1577657600&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/1/?bust=1577657600'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/3/?bust=1577657604&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/3/?bust=1577657604&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/3/?bust=1577657604&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/3/?bust=1577657604'}, {u'small': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/2/?bust=1577657601&width=100', u'large': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/2/?bust=1577657601&width=600', u'medium': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/2/?bust=1577657601&width=300', u'full': u'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45683907/2/?bust=1577657601'}]",2019-08-20T16:22:19+0000,Medium,Dog,adoptable,2019-08-20T16:22:19+0000,[],Dog,https://www.petfinder.com/dog/joey-aka-henry-45683907/ca/capistrano-beach/greendog-foundation-ca2111/?referrer_id=55d6e974-89cd-4322-8bf4-4f08a68a197e
